PL,MRP element data,Date,Need Dt,PO Message,Days of reschedule,  Material,Material description,Quantity,Qty to Cancel,MOQ,FCST Ref
Waiting Inv.,9660001767/00380,12/30/2023,4/16/2023,Reschedule in,-258,07091782-001,"Chip Thick Film Resistor,0.0625W,240ohm,",87000,0,1000,202305
Waiting Inv.,9660001769/00390,12/30/2023,3/17/2023,Reschedule in,-288,07091805-001,"Chip Thick Film Resistor,0.1W,7680ohm,+/",10000,0,5000,202304
Waiting Inv.,9660001767/00390,12/30/2023,4/16/2023,Reschedule in,-258,07091805-001,"Chip Thick Film Resistor,0.1W,7680ohm,+/",40000,0,5000,202305
Waiting Inv.,9660001769/00400,12/30/2023,3/17/2023,Reschedule in,-288,07091869-001,"Chip Thick Film Resistor,0.0625W,5.1ohm,",10000,0,2000,202304
Waiting Inv.,9660001767/00400,12/30/2023,4/16/2023,Reschedule in,-258,07091869-001,"Chip Thick Film Resistor,0.0625W,5.1ohm,",44000,0,2000,202305
Waiting Inv.,9660001769/00410,12/30/2023,3/17/2023,Reschedule in,-288,07092104-001,"ChipThickFilmResistor,0.25W,0.1ohm,+""",10000,0,5000,202304
Waiting Inv.,9660001767/00410,12/30/2023,4/16/2023,Reschedule in,-258,07092104-001,"ChipThickFilmResistor,0.25W,0.1ohm,+""",45000,0,5000,202305
Waiting Inv.,9660001769/00420,12/30/2023,3/17/2023,Reschedule in,-288,07092378-001,"Chip Thick Film Resistor,0.25W,36ohm,+/-",20000,0,5000,202304
Waiting Inv.,9660001767/00420,12/30/2023,4/16/2023,Reschedule in,-258,07092378-001,"Chip Thick Film Resistor,0.25W,36ohm,+/-",85000,0,5000,202305
Waiting Inv.,9660001769/00430,12/30/2023,3/17/2023,Reschedule in,-288,07092380-001,"Chip Thick Film Resistor,0.0625W,49.9ohm",100000,0,10000,202304
Waiting Inv.,9660001767/00430,12/30/2023,4/16/2023,Reschedule in,-258,07092380-001,"Chip Thick Film Resistor,0.0625W,49.9ohm",430000,0,10000,202305
Waiting Inv.,9660001769/00440,12/30/2023,3/17/2023,Reschedule in,-288,07092387-001,"Chip Thick Film Resistor,0.25W,18ohm,+/-",10000,0,5000,202304
Waiting Inv.,9660001767/00440,12/30/2023,4/16/2023,Reschedule in,-258,07092387-001,"Chip Thick Film Resistor,0.25W,18ohm,+/-",40000,0,5000,202305
Waiting Inv.,9660001769/00450,12/30/2023,3/17/2023,Reschedule in,-288,07092392-001,"Chip Thick Film Resistor,0.0625W,20ohm,+",10000,0,1000,202304
Waiting Inv.,9660001767/00450,12/30/2023,4/16/2023,Reschedule in,-258,07092392-001,"Chip Thick Film Resistor,0.0625W,20ohm,+",43000,0,1000,202305
Waiting Inv.,9660001769/00460,12/30/2023,3/17/2023,Reschedule in,-288,07092458-001,"Chip Thick Film Resistor,0.05W,3300ohm,+",20000,0,10000,202304
Waiting Inv.,9660001767/00460,12/30/2023,4/16/2023,Reschedule in,-258,07092458-001,"Chip Thick Film Resistor,0.05W,3300ohm,+",90000,0,10000,202305
Waiting Inv.,9660001769/00470,12/30/2023,3/17/2023,Reschedule in,-288,07092568-001,"Chip Thick Film Resistor,0.05W,4700ohm,+",10000,0,10000,202304
Waiting Inv.,9660001767/00470,12/30/2023,4/16/2023,Reschedule in,-258,07092568-001,"Chip Thick Film Resistor,0.05W,4700ohm,+",50000,0,10000,202305
Waiting Inv.,9660001769/00480,12/30/2023,3/17/2023,Reschedule in,-288,07092657-001,"Chip Thick Film Resistor,0.05W,33ohm,+/-",300000,0,10000,202304
Waiting Inv.,9660001767/00480,12/30/2023,4/16/2023,Reschedule in,-258,07092657-001,"Chip Thick Film Resistor,0.05W,33ohm,+/-",1280000,0,10000,202305
Waiting Inv.,9660001769/00490,12/30/2023,3/17/2023,Reschedule in,-288,08010430-001,"Non-Solid THT Aluminium Capacitor,16V,10",9600,0,600,202304
Waiting Inv.,9660001767/00490,12/30/2023,4/16/2023,Reschedule in,-258,08010430-001,"Non-Solid THT Aluminium Capacitor,16V,10",43200,0,600,202305
Waiting Inv.,9660001769/00500,12/30/2023,3/17/2023,Reschedule in,-288,08010466-002,"Non-Solid THT Aluminium Capacitor,100V,2",10000,0,500,202304
Waiting Inv.,9660001767/00500,12/30/2023,3/17/2023,Reschedule in,-288,08010466-002,"Non-Solid THT Aluminium Capacitor,100V,2",43000,0,500,202304
Waiting Inv.,9660001769/00510,12/30/2023,3/17/2023,Reschedule in,-288,08070450-001,"Low VoltageANDCapacity MLCC(less=100V,le",40000,0,1000,202304
Waiting Inv.,9660001767/00510,12/30/2023,4/16/2023,Reschedule in,-258,08070450-001,"Low VoltageANDCapacity MLCC(less=100V,le",172000,0,1000,202305
Waiting Inv.,9660001769/00520,12/30/2023,3/17/2023,Reschedule in,-288,08070530-002,"Low VoltageANDCapacity MLCC(less=100V,le",210000,0,10000,202304
Waiting Inv.,9660001767/00520,12/30/2023,4/16/2023,Reschedule in,-258,08070530-002,"Low VoltageANDCapacity MLCC(less=100V,le",890000,0,10000,202305
Waiting Inv.,9660001769/00530,12/30/2023,3/17/2023,Reschedule in,-288,08070543-001,"LowVoltageANDCapacityMLCC(LESS=100V,L""",10000,0,10000,202304
Waiting Inv.,9660001767/00530,12/30/2023,4/16/2023,Reschedule in,-258,08070543-001,"LowVoltageANDCapacityMLCC(LESS=100V,L""",50000,0,10000,202305
Waiting Inv.,9660001769/00540,12/30/2023,3/17/2023,Reschedule in,-288,08070545-001,"LowVoltageCapacityMLCC(100V,1uf),50""",50000,0,10000,202304
Waiting Inv.,9660001767/00540,12/30/2023,4/16/2023,Reschedule in,-258,08070545-001,"LowVoltageCapacityMLCC(100V,1uf),50""",220000,0,10000,202305
Waiting Inv.,9660001769/00550,12/30/2023,3/17/2023,Reschedule in,-288,08070546-001,"Low Voltage  Capacity MLCC(100V,1uf),50V",10000,0,10000,202304
Waiting Inv.,9660001767/00550,12/30/2023,4/16/2023,Reschedule in,-258,08070546-001,"Low Voltage  Capacity MLCC(100V,1uf),50V",50000,0,10000,202305
Waiting Inv.,9660001769/00560,12/30/2023,3/17/2023,Reschedule in,-288,08070547-001,"Low Voltage&Capacity MLCC(<=100V,<1uf),5",40000,0,10000,202304
Waiting Inv.,9660001767/00560,12/30/2023,4/16/2023,Reschedule in,-258,08070547-001,"Low Voltage&Capacity MLCC(<=100V,<1uf),5",170000,0,10000,202305
Waiting Inv.,9660001769/00580,12/30/2023,3/17/2023,Reschedule in,-288,08070580-001,"Low Voltage&Capacity MLCC(<=100V,<1uf),5",40000,0,10000,202304
Waiting Inv.,9660001767/00580,12/30/2023,4/16/2023,Reschedule in,-258,08070580-001,"Low Voltage&Capacity MLCC(<=100V,<1uf),5",180000,0,10000,202305
Waiting Inv.,9660001769/00590,12/30/2023,3/17/2023,Reschedule in,-288,08070607-001,Low VoltageANDCapacity MLCC(LESSTHAN=100,10000,0,2000,202304
Waiting Inv.,9660001767/00590,12/30/2023,4/16/2023,Reschedule in,-258,08070607-001,Low VoltageANDCapacity MLCC(LESSTHAN=100,42000,0,2000,202305
Waiting Inv.,9660001769/00600,12/30/2023,3/17/2023,Reschedule in,-288,08070612-001,"High Capacity MLCC 1uf,10V,1000nF,+-10%,",350000,0,5000,202304
Waiting Inv.,9660001767/00600,12/30/2023,4/16/2023,Reschedule in,-258,08070612-001,"High Capacity MLCC 1uf,10V,1000nF,+-10%,",1575000,0,5000,202305
Waiting Inv.,9660001769/00610,12/30/2023,3/17/2023,Reschedule in,-288,08070614-002,"Low VoltageANDCapacity MLCC(less=100V,le",1120000,0,10000,202304
Waiting Inv.,9660001767/00610,12/30/2023,4/16/2023,Reschedule in,-258,08070614-002,"Low VoltageANDCapacity MLCC(less=100V,le",4790000,0,10000,202305
Waiting Inv.,9660001769/00620,12/30/2023,3/17/2023,Reschedule in,-288,08070625-001,Low VoltageANDCapacity MLCC(less than=10,10000,0,5000,202304
Waiting Inv.,9660001767/00620,12/30/2023,4/16/2023,Reschedule in,-258,08070625-001,Low VoltageANDCapacity MLCC(less than=10,45000,0,5000,202305
Waiting Inv.,9660001769/00630,12/30/2023,3/17/2023,Reschedule in,-288,08070627-002,"Low VoltageANDCapacity MLCC(less=100V,le",8000,0,4000,202304
Waiting Inv.,9660001767/00630,12/30/2023,4/16/2023,Reschedule in,-258,08070627-002,"Low VoltageANDCapacity MLCC(less=100V,le",44000,0,4000,202305
Waiting Inv.,9660001769/00640,12/30/2023,3/17/2023,Reschedule in,-288,08070667-002,"High Capacity MLCC(1uf),6.3V,2200nF,+/-2",80000,0,10000,202304
Waiting Inv.,9660001767/00640,12/30/2023,4/16/2023,Reschedule in,-258,08070667-002,"High Capacity MLCC(1uf),6.3V,2200nF,+/-2",350000,0,10000,202305
Waiting Inv.,9660001769/00650,12/30/2023,3/17/2023,Reschedule in,-288,08070675-001,"Low VoltageANDCapacity MLCC(less=100V,le",48000,0,3000,202304
Waiting Inv.,9660001767/00650,12/30/2023,4/16/2023,Reschedule in,-258,08070675-001,"Low VoltageANDCapacity MLCC(less=100V,le",219000,0,3000,202305
Waiting Inv.,9660001769/00660,12/30/2023,3/17/2023,Reschedule in,-288,08070693-001,"High Capacity MLCC(more=1uf),6.3V,10000n",279000,0,3000,202304
Waiting Inv.,9660001767/00660,12/30/2023,4/16/2023,Reschedule in,-258,08070693-001,"High Capacity MLCC(more=1uf),6.3V,10000n",1302000,0,3000,202305
Waiting Inv.,9660001769/00670,12/30/2023,3/17/2023,Reschedule in,-288,08070696-001,"Low Voltage  Capacity MLCC(100V,1uf),25V",45000,0,15000,202304
Waiting Inv.,9660001767/00670,12/30/2023,4/16/2023,Reschedule in,-258,08070696-001,"Low Voltage  Capacity MLCC(100V,1uf),25V",165000,0,15000,202305
Waiting Inv.,9660001769/00680,12/30/2023,3/17/2023,Reschedule in,-288,08070702-001,"High Capacity MLCC(1uf),16V,2200nF,+/-10",40000,0,2000,202304
Waiting Inv.,9660001767/00680,12/30/2023,4/16/2023,Reschedule in,-258,08070702-001,"High Capacity MLCC(1uf),16V,2200nF,+/-10",172000,0,2000,202305
Waiting Inv.,9660001769/00690,12/30/2023,4/16/2023,Reschedule in,-258,08070703-001,Low Voltage Low Capacitance Ceramic Capa,15000,0,15000,202305
Waiting Inv.,9660001767/00690,12/30/2023,4/16/2023,Reschedule in,-258,08070703-001,Low Voltage Low Capacitance Ceramic Capa,30000,0,15000,202305
Waiting Inv.,9660001769/00700,12/30/2023,3/17/2023,Reschedule in,-288,08070718-001,"SMD Ceramic Capacitor,25V,0.33nF,+/-10%,",15000,0,15000,202304
Waiting Inv.,9660001767/00700,12/30/2023,4/16/2023,Reschedule in,-258,08070718-001,"SMD Ceramic Capacitor,25V,0.33nF,+/-10%,",90000,0,15000,202305
Waiting Inv.,9660001769/00710,12/30/2023,3/17/2023,Reschedule in,-288,08070746-001,"Low Voltage  Capacity MLCC(100V,1uf),25V",15000,0,15000,202304
Waiting Inv.,9660001767/00710,12/30/2023,4/16/2023,Reschedule in,-258,08070746-001,"Low Voltage  Capacity MLCC(100V,1uf),25V",90000,0,15000,202305
Waiting Inv.,9660001769/00730,12/30/2023,3/17/2023,Reschedule in,-288,08070786-003,Low VoltageANDCapacity MLCC(LESSTHAN=100,10000,0,10000,202304
Waiting Inv.,9660001767/00730,12/30/2023,4/16/2023,Reschedule in,-258,08070786-003,Low VoltageANDCapacity MLCC(LESSTHAN=100,50000,0,10000,202305
Waiting Inv.,9660001769/00760,12/30/2023,3/17/2023,Reschedule in,-288,08071012-001,"Low Voltage  Capacity MLCC(100V,1uf),50V",70000,0,10000,202304
Waiting Inv.,9660001767/00760,12/30/2023,4/16/2023,Reschedule in,-258,08071012-001,"Low Voltage  Capacity MLCC(100V,1uf),50V",320000,0,10000,202305
Waiting Inv.,9660001769/00770,12/30/2023,3/17/2023,Reschedule in,-288,08071219-001,"Low Voltage  Capacity MLCC(100V,1uf),10V",60000,0,15000,202304
Waiting Inv.,9660001767/00770,12/30/2023,4/16/2023,Reschedule in,-258,08071219-001,"Low Voltage  Capacity MLCC(100V,1uf),10V",270000,0,15000,202305
Waiting Inv.,9660001769/00780,12/30/2023,3/17/2023,Reschedule in,-288,08071476-001,"High-Q RF MLCC,50V,0.001nF,+/-0.1pF,NP0,",10000,0,1000,202304
Waiting Inv.,9660001767/00780,12/30/2023,4/16/2023,Reschedule in,-258,08071476-001,"High-Q RF MLCC,50V,0.001nF,+/-0.1pF,NP0,",43000,0,1000,202305
Waiting Inv.,9660001764/00010,12/30/2023,2/14/2023,Reschedule in,-319,08071610-001,"Chip Multilayer Ceramic Capacitor,6.3V,4",10000,0,10000,202303
Waiting Inv.,9660001769/00790,12/30/2023,3/17/2023,Reschedule in,-288,08071610-001,"Chip Multilayer Ceramic Capacitor,6.3V,4",20000,0,10000,202304
Waiting Inv.,9660001767/00790,12/30/2023,3/17/2023,Reschedule in,-288,08071610-001,"Chip Multilayer Ceramic Capacitor,6.3V,4",70000,0,10000,202304
Waiting Inv.,9660001769/00800,12/30/2023,3/17/2023,Reschedule in,-288,08071918-002,Low VoltageANDCapacity MLCC(LESSTHAN=100,225000,0,15000,202304
Waiting Inv.,9660001767/00800,12/30/2023,4/16/2023,Reschedule in,-258,08071918-002,Low VoltageANDCapacity MLCC(LESSTHAN=100,990000,0,15000,202305
Waiting Inv.,9660001769/00810,12/30/2023,3/17/2023,Reschedule in,-288,08072281-001,"Low Voltage  Capacity MLCC(100V,1uf),100",20000,0,4000,202304
Waiting Inv.,9660001767/00810,12/30/2023,4/16/2023,Reschedule in,-258,08072281-001,"Low Voltage  Capacity MLCC(100V,1uf),100",84000,0,4000,202305
Waiting Inv.,9660001769/00830,12/30/2023,3/17/2023,Reschedule in,-288,08072352-001,"High-Q RF MLCC,50V,0.0005nF,+/-0.05pF,NP",20000,0,10000,202304
Waiting Inv.,9660001767/00820,12/30/2023,4/16/2023,Reschedule in,-258,08072352-001,"High-Q RF MLCC,50V,0.0005nF,+/-0.05pF,NP",80000,0,10000,202305
Waiting Inv.,9660001769/00840,12/30/2023,3/17/2023,Reschedule in,-288,08110012-001,"Solid SMD Al Capacitor,16V,100uF,+/-20%,",20000,0,1000,202304
Waiting Inv.,9660001767/00830,12/30/2023,4/16/2023,Reschedule in,-258,08110012-001,"Solid SMD Al Capacitor,16V,100uF,+/-20%,",85000,0,1000,202305
Waiting Inv.,9660001769/00850,12/30/2023,3/17/2023,Reschedule in,-288,08770067-001,ceramic capacitors 100V 1uf -50V -0.0082,10000,0,10000,202304
Waiting Inv.,9660001767/00840,12/30/2023,4/16/2023,Reschedule in,-258,08770067-001,ceramic capacitors 100V 1uf -50V -0.0082,40000,0,10000,202305
Waiting Inv.,9660001769/00860,12/30/2023,4/16/2023,Reschedule in,-258,10011090,High Frequency Inductor 47uH +/-10% 2.3A,10000,0,100,202305
Waiting Inv.,9660001767/00850,12/30/2023,4/16/2023,Reschedule in,-258,10011090,High Frequency Inductor 47uH +/-10% 2.3A,31500,0,100,202305
Waiting Inv.,9660001769/00870,12/30/2023,3/17/2023,Reschedule in,-288,10031118-001,"SMTInductor,0.0068uH,5%,0.32ohm,1.05*0""",20000,0,1000,202304
Waiting Inv.,9660001767/00860,12/30/2023,4/16/2023,Reschedule in,-258,10031118-001,"SMTInductor,0.0068uH,5%,0.32ohm,1.05*0""",86000,0,1000,202305
Waiting Inv.,9660001769/00880,12/30/2023,3/17/2023,Reschedule in,-288,10031615,"SMT Inductor,2.2uH,+/-20%,0.039ohm,4.9A,",20000,0,500,202304
Waiting Inv.,9660001767/00870,12/30/2023,4/16/2023,Reschedule in,-258,10031615,"SMT Inductor,2.2uH,+/-20%,0.039ohm,4.9A,",85500,0,500,202305
Waiting Inv.,9660001769/00890,12/30/2023,3/17/2023,Reschedule in,-288,10031974,"Chip Inductor,60uH,+/-5%,1.1ohm,0.2A,3.4",160000,0,500,202304
Waiting Inv.,9660001767/00880,12/30/2023,4/16/2023,Reschedule in,-258,10031974,"Chip Inductor,60uH,+/-5%,1.1ohm,0.2A,3.4",685000,0,500,202305
Waiting Inv.,9660001769/00900,12/30/2023,3/17/2023,Reschedule in,-288,10040389,"EMI Com-mode Inductor,single phase,5V,50",170000,0,10000,202304
Waiting Inv.,9660001767/00890,12/30/2023,4/16/2023,Reschedule in,-258,10040389,"EMI Com-mode Inductor,single phase,5V,50",730000,0,10000,202305
Waiting Inv.,9660001769/00910,12/30/2023,3/17/2023,Reschedule in,-288,10070012,"EMIchip,220ohm,0.05ohm,2A,0805",60000,0,4000,202304
Waiting Inv.,9660001767/00900,12/30/2023,4/16/2023,Reschedule in,-258,10070012,"EMIchip,220ohm,0.05ohm,2A,0805",248000,0,4000,202305
Waiting Inv.,9660001769/00920,12/30/2023,3/17/2023,Reschedule in,-288,10070055,"EMIBead,+/-25%,1000ohm,1.25ohm,0.25A,0""",80000,0,4000,202304
Waiting Inv.,9660001767/00910,12/30/2023,4/16/2023,Reschedule in,-258,10070055,"EMIBead,+/-25%,1000ohm,1.25ohm,0.25A,0""",344000,0,4000,202305
Waiting Inv.,9660001769/00930,12/30/2023,3/17/2023,Reschedule in,-288,10070063,"EMIBead,25%,80ohm,0.038ohm,2.3A,0402,A""",20000,0,10000,202304
Waiting Inv.,9660001767/00920,12/30/2023,4/16/2023,Reschedule in,-258,10070063,"EMIBead,25%,80ohm,0.038ohm,2.3A,0402,A""",80000,0,10000,202305
Waiting Inv.,9660001769/00940,12/30/2023,3/17/2023,Reschedule in,-288,10070076,"EMI Bead,25%,330ohm,0.08ohm,1.5A,SMT,The",20000,0,4000,202304
Waiting Inv.,9660001767/00930,12/30/2023,4/16/2023,Reschedule in,-258,10070076,"EMI Bead,25%,330ohm,0.08ohm,1.5A,SMT,The",88000,0,4000,202305
Waiting Inv.,9660001769/00950,12/30/2023,3/17/2023,Reschedule in,-288,10070083,"EMI Bead,25%,600ohm,0.4ohm,0.2A,0402,spl",30000,0,10000,202304
Waiting Inv.,9660001767/00940,12/30/2023,4/16/2023,Reschedule in,-258,10070083,"EMI Bead,25%,600ohm,0.4ohm,0.2A,0402,spl",120000,0,10000,202305
Waiting Inv.,9660001769/00960,12/30/2023,3/17/2023,Reschedule in,-288,10100009,"Mobile Dedicated,chip inductor, 1.2nH, 1",10000,0,10000,202304
Waiting Inv.,9660001767/00950,12/30/2023,4/16/2023,Reschedule in,-258,10100009,"Mobile Dedicated,chip inductor, 1.2nH, 1",50000,0,10000,202305
Waiting Inv.,9660001769/00970,12/30/2023,3/17/2023,Reschedule in,-288,10100033,"Mobile Dedicated,chip Inductor,10nH+/-5%",20000,0,10000,202304
Waiting Inv.,9660001767/00960,12/30/2023,4/16/2023,Reschedule in,-258,10100033,"Mobile Dedicated,chip Inductor,10nH+/-5%",80000,0,10000,202305
Waiting Inv.,9660001769/00980,12/30/2023,3/17/2023,Reschedule in,-288,10100171,"Terminal Chip Inductor,0.0024uH,+/-0.3nH",40000,0,10000,202304
Waiting Inv.,9660001767/00970,12/30/2023,4/16/2023,Reschedule in,-258,10100171,"Terminal Chip Inductor,0.0024uH,+/-0.3nH",170000,0,10000,202305
Waiting Inv.,9660001769/00990,12/30/2023,4/16/2023,Reschedule in,-258,10100552,"Terminal Chip Inductor,0.0013uH,+/-0.1nH",30000,0,15000,202305
Waiting Inv.,9660001767/00980,12/30/2023,4/16/2023,Reschedule in,-258,10100552,"Terminal Chip Inductor,0.0013uH,+/-0.1nH",60000,0,15000,202305
Waiting Inv.,9660001769/01000,12/30/2023,4/16/2023,Reschedule in,-258,10100577,"Terminal Power Inductor,4.7uH,+/-30%,3.0",12000,0,1500,202305
Waiting Inv.,9660001769/01010,12/30/2023,3/17/2023,Reschedule in,-288,10100713,Terminal Power Inductor 2.2uH 20% 2.1A 0,20000,0,2000,202304
Waiting Inv.,9660001767/00990,12/30/2023,4/16/2023,Reschedule in,-258,10100713,Terminal Power Inductor 2.2uH 20% 2.1A 0,78000,0,2000,202305
Waiting Inv.,9660001769/01020,12/30/2023,4/16/2023,Reschedule in,-258,12020344-001,"Crystal Oscillator,25MHz,18pF,+/- 15,50o",10000,0,100,202305
Waiting Inv.,9660001767/01000,12/30/2023,4/16/2023,Reschedule in,-258,12020344-001,"Crystal Oscillator,25MHz,18pF,+/- 15,50o",43200,0,100,202305
Waiting Inv.,9660001769/01030,12/30/2023,4/16/2023,Reschedule in,-258,12020355-001,Crystal Resonator-40 MHz-12pF-+/-6ppm-30,18000,0,3000,202305
Waiting Inv.,9660001767/01010,12/30/2023,4/16/2023,Reschedule in,-258,12020355-001,Crystal Resonator-40 MHz-12pF-+/-6ppm-30,90000,0,3000,202305
Waiting Inv.,9660001769/01040,12/30/2023,3/17/2023,Reschedule in,-288,13030168,Ceramic filter-2455MHz-0.6-Commercial gr,20000,0,4000,202304
Waiting Inv.,9660001767/01020,12/30/2023,4/16/2023,Reschedule in,-258,13030168,Ceramic filter-2455MHz-0.6-Commercial gr,92000,0,4000,202305
Waiting Inv.,9660001772/00040,12/30/2023,4/16/2023,Reschedule in,-258,14080578,"Network Port Connector,Single row,Single",10000,0,1000,202305
Waiting Inv.,9660001773/00030,12/30/2023,4/16/2023,Reschedule in,-258,14080578,"Network Port Connector,Single row,Single",10000,0,1000,202305
Waiting Inv.,9660001770/00040,12/30/2023,5/17/2023,Reschedule in,-227,14080578,"Network Port Connector,Single row,Single",60000,0,1000,202306
Waiting Inv.,9660001772/00050,12/30/2023,5/17/2023,Reschedule in,-227,14080579,"Network Port Connector,Single row,Single",9800,0,350,202306
Waiting Inv.,9660001770/00050,12/30/2023,5/17/2023,Reschedule in,-227,14080579,"Network Port Connector,Single row,Single",60200,0,350,202306
Waiting Inv.,9660001773/00040,12/30/2023,4/16/2023,Reschedule in,-258,14137876,Patch Cord SC/APC-SC/APC Single Mode 2m,19,0,1,202305
Waiting Inv.,9660001772/00060,12/30/2023,4/16/2023,Reschedule in,-258,14137876,Patch Cord SC/APC-SC/APC Single Mode 2m,10000,0,1,202305
Waiting Inv.,9660001770/00060,12/30/2023,5/17/2023,Reschedule in,-227,14137876,Patch Cord SC/APC-SC/APC Single Mode 2m,60000,0,1,202306
Waiting Inv.,9660001772/00070,12/30/2023,5/17/2023,Reschedule in,-227,14190002,Power Connector 1PIN 50V 2A R/A Male Soc,10000,0,1000,202306
Waiting Inv.,9660001770/00070,12/30/2023,5/17/2023,Reschedule in,-227,14190002,Power Connector 1PIN 50V 2A R/A Male Soc,60000,1022,1000,202306
Waiting Inv.,9660001772/00080,12/30/2023,5/17/2023,Reschedule in,-227,14240060,"RF Connector,Coaxial Connector,50,Straig",20000,0,5000,202306
Waiting Inv.,9660001770/00080,12/30/2023,5/17/2023,Reschedule in,-227,14240060,"RF Connector,Coaxial Connector,50,Straig",120000,0,5000,202306
Waiting Inv.,9660001773/00050,12/30/2023,4/16/2023,Reschedule in,-258,14300105,"Optical Adapter,SC/APC-SC/APC,Green Shel",42,0,1,202305
Waiting Inv.,9660001772/00090,12/30/2023,4/16/2023,Reschedule in,-258,14300105,"Optical Adapter,SC/APC-SC/APC,Green Shel",10000,0,1,202305
Waiting Inv.,9660001770/00090,12/30/2023,5/17/2023,Reschedule in,-227,14300105,"Optical Adapter,SC/APC-SC/APC,Green Shel",60000,0,1,202306
Waiting Inv.,9660001769/01050,12/30/2023,3/17/2023,Reschedule in,-288,15010422-001,"Switching Diode,250V,225mA,0.93V,50ns,si",10000,0,200,202304
Waiting Inv.,9660001767/01030,12/30/2023,4/16/2023,Reschedule in,-258,15010422-001,"Switching Diode,250V,225mA,0.93V,50ns,si",42800,0,200,202305
Waiting Inv.,9660001769/01060,12/30/2023,3/17/2023,Reschedule in,-288,15010589-002,"Fast Recovery Diode,200V,1A,1V,35ns,SOD1",10000,0,200,202304
Waiting Inv.,9660001767/01040,12/30/2023,4/16/2023,Reschedule in,-258,15010589-002,"Fast Recovery Diode,200V,1A,1V,35ns,SOD1",43000,0,200,202305
Waiting Inv.,9660001769/01070,12/30/2023,3/17/2023,Reschedule in,-288,15020346-001,"LED,0.018cd,Brillian Yellow Green 570~57",100000,0,200,202304
Waiting Inv.,9660001767/01050,12/30/2023,4/16/2023,Reschedule in,-258,15020346-001,"LED,0.018cd,Brillian Yellow Green 570~57",429200,0,200,202305
Waiting Inv.,9660001769/01080,12/30/2023,3/17/2023,Reschedule in,-288,15020396-001,"LED,0.0225cd,20mA,0603",10000,0,1000,202304
Waiting Inv.,9660001767/01060,12/30/2023,4/16/2023,Reschedule in,-258,15020396-001,"LED,0.0225cd,20mA,0603",43000,0,1000,202305
Waiting Inv.,9660001769/01090,12/30/2023,3/17/2023,Reschedule in,-288,15040337-001,"Transient Voltage Supressor,-120V,-145V,",10000,0,1000,202304
Waiting Inv.,9660001767/01070,12/30/2023,4/16/2023,Reschedule in,-258,15040337-001,"Transient Voltage Supressor,-120V,-145V,",43000,0,1000,202305
Waiting Inv.,9660001769/01100,12/30/2023,3/17/2023,Reschedule in,-288,15050146-003,"Transistor,NPN,40V,1000mA,300mW,500mV@1A",10000,0,200,202304
Waiting Inv.,9660001767/01080,12/30/2023,4/16/2023,Reschedule in,-258,15050146-003,"Transistor,NPN,40V,1000mA,300mW,500mV@1A",42800,0,200,202305
